speechiness,key,time_signature,liveness,loudness,duration_ms,danceability,duration,valence,acousticness,spotify_id,volume_number,energy,tempo,instrumentalness,mode,number,artist,title
0.0338,3,4,0.113,-8.74,295533,0.209,293,0.122,0.163,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,20,0.418,138.265,0.00195,1,19,Coldplay,Fix You
0.0408,2,4,0.0927,-8.395,231293,0.55,292,0.575,0.379,spotify:track:0lZxd99ZIjA0zUdQAY3FXr,20,0.543,82.761,0,1,20,Keith Urban,You'll Think of Me
0.0537,5,4,0.125,-6.612,252534,0.254,248,0.271,0.24,spotify:track:2l8w0zZVn4AZNuzrht7MRT,55,0.617,189.425,0,0,1,Ellie Goulding,Love Me like You Do
0.034,4,4,0.0803,-5.489,238427,0.736,235,0.104,0.105,spotify:track:10sqe2FD4eb8MovY8Nyaii,55,0.767,119.996,0,0,2,Tove Lo,Talking Body
0.0629,0,4,0.109,-5.508,207719,0.775,205,0.636,0.00906,spotify:track:7oGZAicScQt96OAW4AruYy,55,0.68,114.025,0,0,3,Jason Derulo,Want to Want Me
0.0882,8,4,0.118,-3.865,224573,0.884,222,0.555,0.063,spotify:track:41Fflg7qHiVOD6dEPvsCzO,55,0.765,99.987,7.04e-06,1,4,Fifth Harmony featuring Kid Ink,Worth It
0.151,9,4,0.325,-4.091,192560,0.596,191,0.543,0.24,spotify:track:5b2bu6yyATC1zMXDGScJ2d,55,0.73,85.979,0,1,5,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama
0.0305,4,4,0.174,-6.117,181827,0.777,180,0.598,0.146,spotify:track:2XPc8gL9PwxGURQFcFaDJR,55,0.663,118.016,1.52e-05,1,6,OMI,Cheerleader (Felix Jaehn Remix Radio Edit)
0.0602,5,4,0.339,-4.141,176040,0.697,175,0.232,0.00153,spotify:track:19NCvSbcSgIeUOWMamy2aU,55,0.788,98.005,0.00164,0,7,Major Lazer and DJ Snake featuring MØ,Lean On
0.0567,4,4,0.0789,-4.038,250286,0.432,243,0.191,0.041,spotify:track:66hayvUbTotekKU3H4ta1f,55,0.781,139.432,4.21e-06,0,8,Skrillex and Diplo featuring Justin Bieber,Where Are Ü Now
0.0478,0,4,0.193,-3.667,202307,0.793,201,0.521,0.156,spotify:track:6Zo3wgDE076K2AuiGZF3CS,55,0.774,113.967,0,0,9,Pitbull featuring Chris Brown,Fun
0.196,5,4,0.262,-5.369,247267,0.426,244,0.235,0.0113,spotify:track:57kR5SniQIbsbVoIjjOUDa,55,0.722,196.133,1.27e-06,0,10,DJ Snake and AlunaGeorge,You Know You Like It
0.0472,0,4,0.0723,-5.901,203107,0.538,200,0.154,0.014,spotify:track:5Eg4TsPcqNbIjd8ADMZosg,55,0.601,151.895,0,0,11,Nick Jonas,Chains
0.0715,4,4,0.649,-5.183,224399,0.518,223,0.16,0.000299,spotify:track:5uVji14OWpj9HMKLXdhjAv,55,0.77,98.839,0,0,12,Maroon 5,This Summer's Gonna Hurt Like a Mother...
0.0576,9,4,0.331,-6.406,199263,0.753,198,0.597,0.0378,spotify:track:4orphgwPHHRsdEkfUmANSD,55,0.796,122.025,0,1,13,Andy Grammer,"Honey, I'm Good."
,,,,,,,229,,,,55,,,,,14,Taylor Swift,Style
0.0295,2,4,0.184,-6.061,281560,0.781,277,0.584,0.474,spotify:track:34gCuhDGsG4bRPIf9bb02f,55,0.445,78.998,0,1,15,Ed Sheeran,Thinking Out Loud
0.0302,0,3,0.113,-10.233,193320,0.513,193,0.342,0.822,spotify:track:11qh54D0PKkBwelpDxxiEU,55,0.221,173.865,0,1,16,Little Big Town,Girl Crush
0.033,7,4,0.241,-5.961,206560,0.619,204,0.306,0.0656,spotify:track:6TNN9i2o484cOTck3KUARi,55,0.748,114.983,1.86e-05,1,17,Conrad Sewell,Hold Me Up
0.0296,8,4,0.0946,-5.004,221000,0.716,220,0.578,0.0598,spotify:track:4Zan58qnlhy90gzBVbzYst,55,0.725,122.011,0,1,18,Clairity,Scarecrow
0.0348,8,4,0.292,-6.058,226000,0.79,223,0.593,0.185,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,55,0.585,94.072,0,1,19,Jidenna featuring Roman GianArthur,Classic Man
0.0448,4,4,0.118,-3.286,189418,0.496,187,0.668,0.0101,spotify:track:6OPoF9qiuV2dNfJ44w3X4M,55,0.913,165.981,0,1,20,All Time Low,Something's Gotta Give
0.0514,8,4,0.0656,-2.934,216560,0.624,215,0.888,0.000457,spotify:track:3c7vquF4xacCmFrxztLUVH,55,0.878,119.106,0,1,21,Smallpools,Dreaming
0.157,11,4,0.283,-5.069,260253,0.59,259,0.495,0.0049,spotify:track:6r2BECwMgEoRb5yLfp0Hca,38,0.817,123.895,0,1,1,Lady Gaga,Born This Way
0.0465,5,4,0.144,-4.623,231653,0.659,229,0.316,0.0258,spotify:track:4270XtiZeN9yYPR81dn8Ow,38,0.882,125.985,9.2e-06,0,2,Enrique Iglesias featuring Ludacris & DJ Frank E,Tonight (I'm Lovin' You)
0.0437,1,4,0.195,-4.946,243533,0.764,241,0.811,0.0156,spotify:track:2u02eLj96Atd6TBxkH9YvN,38,0.673,127.941,6.56e-05,1,3,Rihanna,S&M
0.0427,0,4,0.24,-4.813,228827,0.648,226,0.389,0.0103,spotify:track:7Dyq1bhhjknLKEGg4k5NLr,38,0.722,132.973,0,0,4,Britney Spears,Hold It Against Me
0.0412,11,4,0.175,-3.897,218825,0.752,218,0.768,0.00272,spotify:track:5FQazQxWUHsJ8QDaXLdFzR,38,0.73,120.032,3.62e-05,0,5,Kesha,Blow
0.0593,2,4,0.118,-7.237,223253,0.706,218,0.22,0.146,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,38,0.558,110.443,0,0,6,Bruno Mars,Grenade
0.175,1,4,0.369,-5.252,229573,0.62,228,0.769,0.0181,spotify:track:36ux3YuUsGTWPT8fXclS45,38,0.869,151.684,0,1,7,Katy Perry featuring Kanye West,E.T.
0.0335,7,4,0.353,-4.988,213587,0.559,210,0.493,0.0213,spotify:track:1H9AbpMAShkCVuaPAR6CHf,38,0.655,91.957,0,1,8,Pink,F**kin' Perfect
0.232,7,4,0.332,-1.866,238693,0.353,238,0.235,0.155,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,38,0.822,167.905,0,1,9,Diddy – Dirty Money featuring Skylar Grey,Coming Home
0.189,11,4,0.18,-5.745,223933,0.764,222,0.577,0.0439,spotify:track:7EKTo6rVJ3XSS7QTd6ep2j,38,0.694,146.075,3.67e-06,0,10,Chris Brown featuring Lil Wayne & Busta Rhymes,Look at Me Now
0.127,2,4,0.11,-7.653,228453,0.697,227,0.646,0.0436,spotify:track:0x3TibRgnSqzkcwrqBd4iX,38,0.577,160.035,0,1,11,Jeremih featuring 50 Cent,Down on Me
0.0776,6,4,0.59,-7.808,307640,0.829,250,0.469,0.0782,spotify:track:7vWFaMq63AwkFDhS2OAg5u,38,0.798,127.991,3.78e-06,0,12,The Black Eyed Peas,The Time (Dirty Bit)
0.0543,7,4,0.348,-2.628,219987,0.551,227,0.809,0.00166,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ,38,0.893,125.083,0,1,13,Usher,More
0.0294,8,4,0.0527,-5.119,228293,0.729,226,0.523,0.131,spotify:track:1CkvWZme3pRgbzaxZnTl5X,38,0.756,104.945,0,1,14,Adele,Rolling in the Deep
0.0649,0,4,0.159,-3.682,222733,0.696,220,0.77,0.134,spotify:track:7AqISujIaWcY3h5zrOqt5v,38,0.875,127.39,0,1,15,Cee Lo Green,Forget You
0.0576,6,4,0.117,-3.68,220627,0.571,229,0.858,0.00448,spotify:track:5zTzDqrEmseqL2G8ElgBu7,38,0.932,150.014,0.00939,0,16,Avril Lavigne,What the Hell
0.119,4,4,0.163,-4.977,200467,0.686,198,0.821,0.0764,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,38,0.783,99.978,0,1,17,Hot Chelle Rae,Tonight Tonight
0.0462,0,4,0.378,-5.12,216813,0.495,213,0.793,0.00464,spotify:track:4XOKmTc6UQ8YG16wdgNNET,38,0.876,178.966,1.48e-06,1,18,Parachute,You and Me
0.027,9,4,0.112,-6.983,279467,0.691,226,0.731,0.0342,spotify:track:0e5G60cFB8ovQNAciKOVeD,38,0.713,96.985,0.0132,1,19,Michael Franti & Spearhead,I'll Be Waiting
0.0814,11,4,0.336,-5.564,187053,0.487,186,0.633,0.0188,spotify:track:5Sba0FrkrwQiBCakt2L4g6,38,0.771,85.012,0,0,20,Cody Simpson,All Day
0.0521,11,4,0.273,-3.957,203000,0.707,202,0.854,0.128,spotify:track:5QhBKPqsnX1uY9fZNaAtZg,6,0.923,108.049,0.000437,1,1,Britney Spears,Stronger
0.028,0,4,0.19,-4.478,201067,0.729,199,0.793,0.229,spotify:track:7ccz9p1ErD6Kq5ZSQmyvLm,6,0.752,110.007,0,0,2,Samantha Mumba,Gotta Tell You
0.0479,8,4,0.0821,-4.843,200400,0.61,199,0.879,0.031,spotify:track:62bOmKYxYg7dhrC6gH9vFn,6,0.926,172.638,0.0012,0,3,NSYNC,Bye Bye Bye
0.0319,6,4,0.147,-8.045,220000,0.614,214,0.784,0.0745,spotify:track:7nPMEaHqwvkdJD7Y8Yb7iJ,6,0.979,131.983,0.000471,1,4,ATC,Around the World (La La La La La)
0.0707,4,4,0.473,-5.115,221227,0.786,220,0.697,0.00305,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,6,0.842,97.577,3.54e-06,0,5,Jennifer Lopez,Love Don't Cost a Thing
0.263,6,4,0.183,-3.751,221627,0.517,219,0.924,0.388,spotify:track:5EDUIiDf1Sp6nVnmCMRxa2,6,0.598,96.933,2.22e-06,0,6,Destiny's Child,Independent Women Part I
0.0695,0,4,0.353,-4.774,227547,0.849,227,0.665,0.0618,spotify:track:0OaunKfsxkgBvPv68jBbmm,6,0.619,94.762,0,1,7,Shaggy,It Wasn't Me
0.0631,2,4,0.0651,-7.08,263440,0.721,204,0.769,0.102,spotify:track:5zn1hpm9N0ylKB7kOtpCw2,6,0.723,88.933,4.4e-06,0,8,3LW,No More (Baby I'ma Do Right)
0.0264,0,4,0.595,-4.422,260267,0.683,217,0.441,0.092,spotify:track:3PJivN5BZ2ckFa22igIu4a,6,0.664,116.141,0,1,9,K-Ci & JoJo,Crazy
0.0833,6,4,0.28,-8.136,332827,0.623,249,0.675,0.0579,spotify:track:3ZQOiEPk08xaCSfXcy9ovT,6,0.485,79.083,0,1,10,R. Kelly,I Wish
0.0296,9,4,0.159,-4.353,230093,0.575,229,0.533,0.252,spotify:track:35o9a4iAfLl5jRmqMX9c1D,6,0.786,96.102,0,1,11,Backstreet Boys,Shape of My Heart
0.038,0,4,0.0949,-5.461,202027,0.457,201,0.406,0.000487,spotify:track:2gdt70w8DOCWGq1HdkgSUd,6,0.926,93.964,5.69e-05,1,12,Evan and Jaron,Crazy for This Girl
0.0281,11,4,0.234,-7.227,266773,0.429,268,0.279,0.00239,spotify:track:3AJwUDP919kvQ9QcozQPxg,6,0.661,173.365,0.00013,1,13,Coldplay,Yellow
0.0296,2,4,0.161,-5.035,228933,0.554,226,0.767,0.0186,spotify:track:16gvJsVyauI16RqmOrwJJk,6,0.82,79.155,4.91e-05,1,14,Lenny Kravitz,Again
0.0422,1,4,0.217,-4.117,237347,0.315,236,0.337,0.000142,spotify:track:3E8eSqBoqLs8ELbrK3NJHs,6,0.829,152.135,0.00077,1,15,Fuel,Hemorrhage (In My Hands)
0.033,0,4,0.118,-8.476,274800,0.42,232,0.121,0.0038,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,6,0.546,138.946,0.000787,1,16,Creed,With Arms Wide Open
0.036,4,4,0.119,-7.34,232453,0.645,232,0.655,0.0562,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,6,0.792,90.565,0.0121,0,17,Incubus,Drive
0.0481,2,4,0.382,-6.474,248067,0.537,244,0.463,0.0144,spotify:track:1VuBmEauSZywQVtqbxNqka,6,0.921,136.264,0.00479,1,18,U2,Beautiful Day
0.0832,1,4,0.235,-4.314,236933,0.622,229,0.615,0.0636,spotify:track:03gsb1WnVQUuLqChBvzmoo,6,0.964,92.973,1.03e-05,1,19,Everclear,AM Radio
0.0546,11,4,0.325,-4.471,201160,0.714,200,0.602,0.0106,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,40,0.748,128.03,0,0,1,Maroon 5 featuring Christina Aguilera,Moves like Jagger
0.0414,5,4,0.332,-6.55,210267,0.696,208,0.79,0.00379,spotify:track:5cCAZS9VhLGEDV4NCfieeg,40,0.546,130.002,3.8e-06,1,2,Britney Spears,I Wanna Go
0.028,2,4,0.128,-3.676,208135,0.606,206,0.488,0.211,spotify:track:7rGMKCgeYXpBecQ1FPb3oc,40,0.612,127.882,3.7e-06,1,3,David Guetta featuring Usher,Without You
0.0535,7,4,0.0385,-2.944,215693,0.668,211,0.746,0.0191,spotify:track:16Of7eeW44kt0a1M0nitHM,40,0.857,131.959,6.71e-06,0,4,Cobra Starship featuring Sabi,You Make Me Feel...
0.0527,11,4,0.133,-4.162,195280,0.711,192,0.76,0.0239,spotify:track:4zIaXqKCXZs02eB6jEe5Mf,40,0.928,127.047,0.000278,0,5,Alexandra Stan,Mr. Saxobeat
0.0918,8,4,0.335,-4.23,226227,0.751,225,0.436,0.00331,spotify:track:1pbHy9VBpSyZh56xuujZz0,40,0.82,124.965,0.00043,1,6,Dev,In the Dark
0.0292,5,4,0.0956,-5.849,239600,0.733,235,0.963,0.145,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,40,0.71,127.975,0.115,0,7,Foster the People,Pumped Up Kicks
0.0396,9,4,0.289,-3.544,261747,0.578,238,0.709,0.019,spotify:track:46MDLc0Yip6xCMSsdePOAU,40,0.908,79.987,0,1,8,Rihanna,Cheers (Drink to That)
0.27,0,4,0.119,-8.183,303813,0.651,302,0.158,0.343,spotify:track:5zpDHEU12zATwLGvozxPw2,40,0.671,90.135,0,1,9,Bad Meets Evil featuring Bruno Mars,Lighters
0.0605,1,4,0.104,-4.736,192200,0.668,187,0.364,0.0165,spotify:track:4fINc8dnfcz7AdhFYVA4i7,40,0.718,91.993,0,0,10,Jason Derulo,It Girl
0.0558,2,4,0.0931,-5.194,307347,0.5,245,0.521,0.0933,spotify:track:6rkAY9rk1NTFB94QxG3LJR,40,0.716,127.066,0,1,11,Lady Gaga,Yoü and I
0.029,5,4,0.0701,-5.131,232520,0.676,229,0.456,0.0284,spotify:track:7uRznL3LcuazKpwCTpDltz,40,0.807,95.956,0,1,12,Kelly Clarkson,Mr. Know It All
0.0489,10,4,0.0404,-3.541,190787,0.446,187,0.884,0.000102,spotify:track:4bCOAuhvjsxbVBM5MM8oik,40,0.9,187.961,1.89e-05,0,13,Nickelback,When We Stand Together
0.039,2,4,0.118,-5.013,272213,0.473,268,0.517,0.00369,spotify:track:0c3yfC8zMRJGvmqphczhZb,40,0.833,157.012,0,1,14,The Script,Nothing
0.0307,1,4,0.0998,-5.826,218840,0.593,214,0.351,0.446,spotify:track:2nRvKHh2mtOfIQ4jcAkP9q,40,0.639,142.881,0,1,15,Lady Antebellum,Just a Kiss
0.0328,7,4,0.131,-3.314,221293,0.484,231,0.189,0.149,spotify:track:4B3RmT3cGvh8By3WY9pbIx,40,0.604,103.316,0,1,16,Demi Lovato,Skyscraper
0.0301,4,4,0.12,-5.636,213520,0.616,210,0.691,0.0149,spotify:track:4rwuOirhmby7R1p53UiDEP,40,0.748,117.054,2.84e-06,1,17,Trevor Hall,Brand New Day
,,,,,,,223,,,,40,,,,,18,Neon Hitch,Poisoned with Love
0.0607,10,4,0.0359,-6.999,205213,0.749,203,0.631,0.0139,spotify:track:3sOa3kpd6K9a3zAfZdfg8l,40,0.746,108.966,0,0,19,Lil Playy featuring Matthew Koma,Birthday Dress
0.222,1,4,0.135,-3.562,195720,0.672,193,0.636,0.161,spotify:track:5UI5evQuKoeHy9OryvRf3z,40,0.862,180.184,0,1,20,V V Brown featuring Chiddy Bang,Children
0.0415,3,4,0.671,-3.796,230747,0.649,230,0.774,0.00125,spotify:track:455AfCsOhhLPRc68sE01D8,39,0.815,126.03,4.31e-05,0,1,Katy Perry,Last Friday Night (T.G.I.F.)
0.165,1,4,0.257,-4.153,262173,0.739,231,0.345,0.0235,spotify:track:0IkKz2J93C94Ei4BvDop7P,39,0.725,130.024,0,1,2,LMFAO featuring Lauren Bennett and GoonRock,Party Rock Anthem
0.161,8,4,0.298,-3.206,252307,0.671,252,0.533,0.192,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,39,0.939,129.023,0,1,3,"Pitbull featuring Ne-Yo, Afrojack and Nayer",Give Me Everything
0.0401,9,4,0.109,-6.433,320587,0.583,259,0.393,0.000391,spotify:track:0JNdS1n0ifOP25XvhwAMgM,39,0.77,127.973,0.00993,1,4,Lady Gaga,The Edge of Glory
0.0665,8,4,0.202,-5.747,237947,0.693,234,0.475,0.0228,spotify:track:38iU2jg98IZZEIJPrP7aWD,39,0.705,131.951,0,1,5,Britney Spears,Till the World Ends
0.0981,11,4,0.0949,-6.299,230907,0.763,227,0.451,0.0905,spotify:track:0Oe49j06Bjrxs8PltuVeaW,39,0.679,129.997,0.000553,1,6,Jennifer Lopez featuring Pitbull,On the Floor
0.115,7,4,0.155,-3.839,239613,0.591,234,0.648,0.0189,spotify:track:4NTWZqvfQTlOMitlVn6tew,39,0.889,143.067,0,1,7,Lupe Fiasco,The Show Goes On
0.0717,7,4,0.184,-3.534,219560,0.644,205,0.556,0.0587,spotify:track:61HQWI1Woxup7CnGwVUsdI,39,0.945,91.017,0,1,8,Tinie Tempah featuring Eric Turner,Written in the Stars
0.327,0,4,0.0812,-8.651,219427,0.483,219,0.238,0.187,spotify:track:3JA9Jsuxr4xgHXEawAdCp4,39,0.648,93.939,0,0,9,The Black Eyed Peas,Just Can't Get Enough
0.0621,11,4,0.279,-3.851,190213,0.738,187,0.941,0.332,spotify:track:1ExfPZEiahqhLyajhybFeS,39,0.804,174.943,0,1,10,Bruno Mars,The Lazy Song
0.0495,4,4,0.149,-2.8,195267,0.676,189,0.763,0.0668,spotify:track:6dn9ndETOjczUSQO5UhKJa,39,0.931,101.018,0,1,11,Selena Gomez & the Scene,Who Says
0.177,5,4,0.247,-3.882,223053,0.646,197,0.652,0.0314,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,39,0.843,174.904,2.39e-06,1,12,Jessie J featuring B.o.B,Price Tag
0.119,4,4,0.163,-4.977,200467,0.686,198,0.821,0.0764,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,39,0.783,99.978,0,1,13,Hot Chelle Rae,Tonight Tonight
0.0551,6,4,0.115,-7.687,253307,0.636,249,0.642,0.0929,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,39,0.699,94.966,0,1,14,OneRepublic,Good Life
0.0352,2,4,0.12,-5.068,229413,0.677,225,0.646,0.32,spotify:track:0adTN3vBO3pimO3yfxm9vg,39,0.739,127.04,2.36e-06,1,15,Jason Aldean,Dirt Road Anthem
0.0385,4,4,0.121,-5.131,210720,0.481,219,0.722,0.00167,spotify:track:0gY2iq0xJPRoIB1PScKSw4,39,0.849,205.57,1.49e-06,1,16,Blake Shelton,Honey Bee
0.0291,4,4,0.0929,-5.01,208573,0.757,204,0.606,0.082,spotify:track:2nGJ7XB8dEy2SVn8XTfB5J,39,0.61,106.962,0,1,17,Maria K.,Starbucks Smile
0.0395,2,3,0.373,-4.544,224053,0.593,222,0.563,0.00017,spotify:track:6dg3YP9BFBaNusHrIPmOtb,39,0.778,127.879,1.27e-06,1,18,Jessica Sutta,Show Me
0.237,2,4,0.0843,-4.122,196653,0.696,194,0.677,0.00399,spotify:track:1hPajXXDa8dfTFABNZe2Ri,39,0.853,92.976,0,1,19,Chiddy Bang featuring Icona Pop,Mind Your Manners
0.0628,0,4,0.0499,-8.022,210600,0.797,209,0.832,0.0886,spotify:track:4Xf7EL8G6FRYwvJADl0nf4,39,0.624,113.035,0,1,20,Dev featuring The Cataracs,Bass Down Low
0.0613,2,4,0.141,-3.892,194520,0.391,190,0.671,0.000153,spotify:track:57ZXcBtCZXSg9TVV5xRdnR,18,0.831,139.946,0.00192,1,1,U2,Vertigo
0.0776,2,4,0.383,-2.586,221227,0.676,217,0.725,0.0696,spotify:track:7icROppj4Z12Nr0xGgxWFJ,18,0.942,136.044,1.97e-06,0,2,Gwen Stefani,What You Waiting For?
0.0547,10,4,0.332,-5.668,196307,0.892,188,0.867,0.0186,spotify:track:3KnjerEPMolLapVo2wdgz6,18,0.764,115.014,0.0358,0,3,Lindsay Lohan,Rumors
0.215,1,4,0.103,-4.149,266067,0.881,268,0.645,0.187,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,18,0.622,91.989,0,1,4,Snoop Dogg featuring Pharrell,Drop It Like It's Hot
0.361,7,4,0.0833,-6.799,325573,0.878,243,0.887,0.0444,spotify:track:4FTOpNYcGxnQdGNWSxIcio,18,0.417,77.49,0,1,5,Destiny's Child featuring T.I. and Lil Wayne,Soldier
0.0394,1,4,0.259,-5.662,186307,0.601,186,0.293,0.071,spotify:track:3sckKKIx96cjPXtiqPHCTB,18,0.621,94.553,4.12e-06,0,6,Ashanti,Only U
0.0759,11,4,0.0988,-5.48,215907,0.928,213,0.887,0.0527,spotify:track:6HFXjB2fvQUBuE3B5kmvfW,18,0.643,93.006,0,0,7,Chingy,Balla Baby
0.0833,7,4,0.396,-4.776,210867,0.661,209,0.657,0.0347,spotify:track:3uBbvynFWlF041WzNVHd1d,18,0.796,87.982,0,1,8,John Legend,Used to Love U
0.0892,2,4,0.123,-10.092,253947,0.619,251,0.41,0.00841,spotify:track:1yOYcCTPcepDgrLz7cU1rW,18,0.512,84.84,1.48e-06,1,9,Nelly featuring Tim McGraw,Over and Over
0.047,8,4,0.303,-8.321,225627,0.649,222,0.572,0.0939,spotify:track:4UC4H4vX3bJtcgtKR0ZCFJ,18,0.503,75.037,0,1,10,Frankie J featuring Baby Bash,Obsession (No Es Amor)
0.0405,0,4,0.194,-6.265,280707,0.742,246,0.59,0.081,spotify:track:3gOBLrOvDovzHL4xBDQw0B,18,0.515,120.086,0,1,11,Omarion,O
0.0259,10,4,0.091,-11.43,277000,0.582,246,0.29,0.827,spotify:track:5rwq6R0Uq0BngM3rdmCeNg,18,0.253,90.184,2.95e-05,1,12,Howie Day,Collide
0.0403,7,4,0.0809,-4.954,306133,0.402,237,0.258,0.016,spotify:track:3QBgZFRkPq7vbPlizVATY0,18,0.846,151.915,2.82e-05,1,13,Hoobastank,Disappear
0.0717,4,3,0.204,-4.55,223173,0.481,222,0.283,0.00465,spotify:track:04NGX0b5Tgs7VsErfn5OA1,18,0.88,95.023,6.02e-05,1,14,Chevelle,Vitamin R (Leading Us Along)
0.035,8,4,0.228,-5.216,260680,0.366,238,0.598,2.64e-05,spotify:track:6GVryHJpjnrnrsTggoNTpe,18,0.847,166.17,0,1,15,Three Days Grace,Home
0.034,0,4,0.0848,-4.469,255573,0.808,220,0.788,0.0162,spotify:track:4qM2h3xkzwGJiVv6GgL6w0,18,0.584,111.966,0.504,1,16,Lenny Kravitz,Lady
0.0347,10,4,0.107,-4.723,165947,0.804,164,0.908,0.0148,spotify:track:2wcDfk3TfQg3Jv8gEoTim7,18,0.832,111.023,0,0,17,Good Charlotte,I Just Wanna Live
0.0446,2,4,0.0765,-7.23,176920,0.664,174,0.96,0.0219,spotify:track:5ZJDSpuqaq9QjGLI0EuVXy,18,0.715,139.045,0,1,18,Frickin' A,Jessie's Girl
0.046,9,4,0.0915,-2.91,172373,0.478,161,0.643,0.0288,spotify:track:0Z7NAD9A7qQS9WpYvMh5gL,18,0.687,188.172,1.18e-06,0,19,Skye Sweetnam,Tangled Up in Me
0.0333,4,4,0.0449,-4.41,239400,0.655,237,0.614,0.0369,spotify:track:06ySRvEnrUxZZ9ml3VO2TY,18,0.747,118.054,1.29e-06,1,20,Keith Urban,You're My Better Half
0.0264,0,4,0.34,-6.299,289133,0.741,243,0.616,0.0823,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,32,0.748,127.965,0,1,1,The Black Eyed Peas,I Gotta Feeling
0.0634,6,4,0.31,-5.658,216347,0.892,215,0.844,0.00631,spotify:track:2nP53cGOPLojPkoWVZo4sY,32,0.641,105.059,3.15e-06,0,2,Lady Gaga,LoveGame
0.0311,11,4,0.0778,-4.505,212107,0.663,207,0.696,0.0149,spotify:track:7LP4Es66zdY7CyjepqmvAg,32,0.693,66.002,0,0,3,Jay Sean featuring Lil Wayne,Down
0.376,1,4,0.277,-4.874,257760,0.427,255,0.581,0.219,spotify:track:3fyMH1t6UPeR5croea9PrR,32,0.861,161.776,0,1,4,Drake,Best I Ever Had
0.0695,1,4,0.862,-5.513,242200,0.742,236,0.39,0.0517,spotify:track:3IcIIZMMS7UArJJPtEHXG8,32,0.471,86.467,0,1,5,Mariah Carey,Obsessed
0.0779,11,4,0.145,-5.507,221253,0.615,219,0.708,0.0444,spotify:track:2zJZwWF7BTGIIvrAlgzJEx,32,0.711,144.036,0,1,6,Jason Derulo,Whatcha Say
0.186,8,4,0.177,-4.781,326187,0.593,250,0.667,0.0124,spotify:track:58FUwmyGUqkt53YPUcm7cJ,32,0.883,155.171,0,1,7,Keri Hilson featuring Kanye West and Ne-Yo,Knock You Down
0.0376,11,4,0.0761,-7.441,231573,0.852,230,0.693,0.165,spotify:track:6c0GmyBsE7mQtrVvxJaWc3,32,0.559,86.018,0,0,8,Fabolous featuring The-Dream,Throw It in the Bag
0.175,1,4,0.0746,-8.385,237640,0.851,237,0.771,0.00705,spotify:track:6Rb0ptOEjBjPPQUlQtQGbL,32,0.629,125.984,0.000372,1,9,Pitbull,Hotel Room Service
0.0899,5,4,0.178,-4.347,235760,0.743,217,0.949,0.0368,spotify:track:0nnxf8p851ZR49KFnGWVsB,32,0.981,93.003,1.17e-06,0,10,Michael Franti & Spearhead featuring Cherine Anderson,Say Hey (I Love You)
0.0444,7,4,0.225,-7.448,188867,0.865,185,0.869,0.289,spotify:track:4cS2HQ6jK80vqdY9ofpztx,32,0.69,121.983,0.0138,1,11,Shakira,She Wolf
0.0508,11,4,0.0997,-4.99,195853,0.811,192,0.744,0.055,spotify:track:4MKzCHlZvkwJOQRNkdw4zq,32,0.654,129.999,0.000941,0,12,David Guetta featuring Akon,Sexy Chick
0.0339,2,4,0.0719,-3.472,241348,0.613,237,0.368,0.0178,spotify:track:1Nme6K1PYAh7p7uygyuRdf,32,0.634,144.953,0,1,13,Jordin Sparks,Battlefield
0.0757,9,4,0.0768,-2.996,281560,0.209,277,0.292,0.217,spotify:track:7ceIquYtiTYlgSSm7PqUf9,32,0.872,78.139,0,1,14,Kelly Clarkson,Already Gone
0.031,3,4,0.0993,-3.81,269693,0.481,248,0.14,0.00853,spotify:track:04Sl2hULaCVM7Iw8kzXPHN,32,0.779,96.029,0,1,15,Daughtry,No Surprise
0.141,10,4,0.16,-3.17,226707,0.44,221,0.433,0.00177,spotify:track:20X9OeC606XNwEtDBOym5u,32,0.976,150.005,3.39e-06,1,16,Boys Like Girls,Love Drunk
0.0815,0,4,0.549,-3.716,196413,0.594,195,0.633,0.0116,spotify:track:7kMfu3KUydmrFVGEAhjtyl,32,0.874,119.964,0,1,17,Cobra Starship featuring Leighton Meester,Good Girls Go Bad
0.0346,5,4,0.098,-3.108,199187,0.524,197,0.585,0.0012,spotify:track:6fvxos1qSHrIgOkKw4dhWS,32,0.878,130.989,0,0,18,Katy Perry,Waking Up in Vegas
,,,,,,,227,,,,32,,,,,19,Taylor Swift,You Belong with Me
